RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Paul Felder,Alex Ricci,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Red,False,Lightweight,MALE,3,1,0,0,2.48,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,1,0,0,3.7,0.44,0.2,0.29,0.28,2,3,20,0,0,1,1,1,1,0,4,Orthodox,180.34,177.8,155,32,34,0,0,-2,-4,-2,-17,0,-1,-1,0.0,2.539999999999992,2,-1.2200000000000002,-0.2,-0.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Nordine Taleb,Santiago Ponzinibbio,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Blue,False,Welterweight,MALE,3,0,3,0,4.8,0.41,0.0,0.56,0.32,3,2,14,0,0,0,2,3,0,0,5,Orthodox,182.88,185.42,170,0,1,0,3.66,0.51,0.0,1.94,0.76,3,1,13,0,0,1,2,1,0,0,4,Orthodox,185.42,187.96,170,35,30,0,2,0,1,1,1,0,2,0,-2.5400000000000205,-2.539999999999992,-5,1.1399999999999997,0.0,-1.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Carla Esparza,Randa Markos,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,2.97,0.43,0.2,1.12,0.28,1,3,13,0,0,0,2,0,0,0,2,Orthodox,162.56,160.02,115,0,1,0,2.19,0.39,0.3,3.28,0.36,1,1,8,4,0,0,1,0,1,0,2,Orthodox,154.94,160.02,115,29,31,1,-1,0,0,2,5,-4,0,-1,7.620000000000003,0.0,2,0.7800000000000002,-0.0999999999999999,-2.16,1,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Aiemann Zahabi,Reginaldo Vieira,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Red,False,Bantamweight,MALE,3,1,0,0,3.76,0.4,0.8,1.97,0.27,1,1,5,1,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,0,0,0,4.06,0.46,0.0,0.16,0.14,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,29,34,1,0,1,1,1,5,1,0,0,-2.539999999999992,-7.620000000000003,5,-0.2999999999999998,0.8,1.81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jack Marshman,Thiago Santos,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Blue,False,Middleweight,MALE,3,2,0,0,3.72,0.48,0.1,0.88,0.33,4,4,13,1,0,0,1,4,0,0,5,Orthodox,187.96,193.04,205,0,1,0,2.74,0.25,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,27,33,2,-1,3,4,4,11,1,3,0,5.0800000000000125,7.619999999999976,6,0.98,0.1,0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Gerald Meerschaert,Ryan Janes,,,,,2017-02-19,"Halifax, Nova Scotia, Canada",Canada,Red,False,Middleweight,MALE,3,0,1,0,7.69,0.48,0.0,0.35,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,190.5,193.04,185,0,1,0,3.1,0.45,1.5,2.01,0.35,1,0,1,0,0,0,0,0,1,0,1,Southpaw,185.42,195.58,185,29,35,0,0,0,0,0,2,0,0,-1,5.079999999999984,-2.5400000000000205,6,4.59,-1.5,-1.6599999999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Tyron Woodley,Stephen Thompson,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,True,Welterweight,MALE,5,0,7,1,4.11,0.46,0.0,0.25,0.41,7,1,25,1,0,0,3,5,0,0,8,Orthodox,182.88,190.5,170,0,3,1,2.36,0.48,0.4,1.06,0.4,8,3,41,6,0,3,2,6,3,0,14,Orthodox,175.26,187.96,170,34,34,0,4,-1,-6,-2,-16,-5,-1,-3,7.620000000000003,2.539999999999992,0,1.7500000000000004,-0.4,-0.81,1,1.0,0.0,,,,,,,,0.0,,,,,9.0,,,,,,,,1.0,,,,,,Red,,,,,,,,,,,
Lando Vannata,David Teymur,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,4.69,0.43,0.0,0.94,0.33,2,0,4,0,0,0,0,2,0,0,2,Southpaw,175.26,185.42,155,0,1,0,4.52,0.45,0.3,1.09,0.37,1,1,3,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155,24,27,0,1,1,1,-1,1,0,1,0,0.0,5.0800000000000125,3,0.1700000000000008,-0.3,-0.1500000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rashad Evans,Daniel Kelly,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,3,0,3.62,0.38,0.3,1.86,0.34,3,1,14,0,0,0,3,1,1,0,5,Southpaw,182.88,177.8,185,2,0,1,2.14,0.37,0.0,2.98,0.44,8,5,61,4,1,4,5,7,0,0,17,Orthodox,182.88,190.5,205,37,39,-2,3,-5,-12,-4,-47,-4,-6,1,0.0,-12.699999999999989,2,1.48,0.3,-1.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Amanda Cooper,Cynthia Calvillo,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,4.41,0.38,0.8,1.8,0.44,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,115,0,1,0,3.55,0.44,1.8,1.53,0.38,1,1,4,1,0,0,1,0,0,0,1,Switch,160.02,162.56,115,25,29,0,-1,-1,-1,-1,-4,-1,0,0,2.539999999999992,0.0,4,0.8600000000000003,-1.0,0.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Alistair Overeem,Mark Hunt,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,2,1,2.81,0.43,0.2,0.51,0.55,5,10,50,2,0,2,1,9,0,0,12,Orthodox,177.8,182.88,265,1,0,0,3.67,0.64,0.8,1.42,0.55,11,12,59,3,0,0,4,15,8,0,27,Orthodox,193.04,203.2,265,36,42,-1,2,-6,-15,-2,-9,-1,-6,-8,-15.23999999999998,-20.32,6,-0.8599999999999999,-0.6000000000000001,-0.91,1,8.0,3.0,,,,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,Red,,,,,,,,,,,
Marcin Tybura,Luis Henrique,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,2,0,1.81,0.43,1.0,3.09,0.36,2,1,7,0,0,0,0,0,2,0,2,Orthodox,187.96,187.96,243,0,1,0,3.57,0.49,0.1,1.42,0.33,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,198.12,249,31,23,0,1,1,1,0,2,0,-1,2,-2.539999999999992,-10.159999999999997,-8,-1.7599999999999998,0.9,1.67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Mirsad Bektic,Darren Elkins,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,3,0,3.4,0.38,1.1,2.86,0.34,5,4,37,0,0,1,8,2,0,0,11,Orthodox,177.8,180.34,145,0,4,0,2.43,0.41,0.4,3.98,0.52,4,0,9,0,1,0,1,1,1,0,4,Orthodox,172.72,177.8,145,26,32,0,-1,1,7,4,28,0,1,-1,5.0800000000000125,2.539999999999992,6,0.9699999999999998,0.7000000000000001,-1.12,1,14.0,13.0,,,,,,,,,,13.0,,,,,,,,,,,,,14.0,,,,Red,,,,,,,,,,,
Iuri Alcantara,Luke Sanders,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,2,0,6.61,0.52,0.2,0.71,0.3,2,0,2,0,0,0,0,1,1,0,2,Southpaw,167.64,170.18,135,0,1,0,2.72,0.45,0.8,1.44,0.62,3,4,32,0,0,1,4,3,1,0,9,Southpaw,175.26,180.34,135,36,31,0,1,-1,-7,-4,-30,0,-2,0,-7.619999999999976,-10.159999999999997,-5,3.89,-0.6000000000000001,-0.73,1,,15.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Mark Godbeer,Daniel Spitz,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,2.6,0.35,0.0,0.74,0.66,0,0,0,0,0,0,0,0,0,0,0,Orthodox,200.66,208.28,245,1,0,0,3.97,0.53,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,240,33,26,-1,0,0,0,-1,-1,0,0,0,7.620000000000003,12.699999999999989,-7,-1.37,0.0,0.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Tyson Pedro,Paul Craig,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1,0,2.52,0.44,1.4,1.52,0.2,1,0,2,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,185,0,1,0,2.9,0.59,0.8,0.76,0.3,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,200.66,205,25,29,0,0,0,0,0,1,0,0,0,0.0,-7.620000000000003,4,-0.3799999999999999,0.5999999999999999,0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Albert Morales,Andre Soukhamthath,,,,,2017-03-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,2.77,0.44,0.2,1.25,0.53,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,1,0,1,3.81,0.35,0.2,0.91,0.35,0,1,5,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,25,28,-1,0,0,0,-1,-5,0,0,0,0.0,-5.079999999999984,3,-1.04,0.0,0.3399999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Mauricio Rua,Gian Villante,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Red,False,Light Heavyweight,MALE,3,0,1,0,4.38,0.44,0.0,0.45,0.23,3,6,33,0,0,1,2,5,0,0,8,Orthodox,190.5,193.04,230,0,2,0,3.57,0.5,0.7,2.01,0.48,8,10,66,4,0,1,3,19,1,0,24,Orthodox,185.42,193.04,205,35,31,0,-1,-5,-16,-4,-33,-4,-14,-1,5.079999999999984,0.0,-4,0.81,-0.7,-1.5599999999999998,1,12.0,6.0,,,,,,6.0,,,,,,,,,,,,,12.0,,,,,,,,Red,,,,,,,,,,,
Edson Barboza,Beneil Dariush,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Red,False,Lightweight,MALE,3,0,2,0,3.78,0.48,0.9,1.9,0.34,5,2,21,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,0,2,0,4.11,0.44,0.1,0.45,0.5,4,4,38,0,1,1,5,5,0,0,12,Orthodox,180.34,190.5,145,31,27,0,0,1,-4,-2,-17,0,-4,3,-2.539999999999992,-7.620000000000003,-4,-0.3300000000000005,0.8,1.45,1,9.0,5.0,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,,,Red,,,,,,,,,,,
Jussier Formiga,Ray Borg,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Blue,False,Flyweight,MALE,3,0,1,0,1.52,0.52,1.0,3.89,0.5,3,2,16,1,0,0,2,0,2,0,4,Orthodox,162.56,160.02,135,0,1,0,1.42,0.39,0.6,1.82,0.35,3,3,19,0,0,0,4,0,1,0,5,Orthodox,165.1,170.18,125,31,23,0,0,0,-1,-1,-3,1,0,1,-2.539999999999992,-10.159999999999997,-8,0.1,0.4,2.0700000000000003,1,8.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,8.0,,Red,,,,,,,,,,,
Alex Oliveira,Tim Means,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Red,False,Welterweight,MALE,3,0,2,0,5.04,0.49,0.2,1.14,0.4,4,4,29,0,0,1,2,4,1,0,8,Orthodox,187.96,190.5,170,0,2,0,2.99,0.51,0.6,2.35,0.38,3,2,18,0,0,0,2,2,1,0,5,Orthodox,180.34,193.04,170,29,33,0,0,1,3,2,11,0,2,0,7.620000000000003,-2.539999999999992,4,2.05,-0.3999999999999999,-1.2100000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Francisco Trinaldo,Kevin Lee,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Blue,False,Lightweight,MALE,3,0,3,0,3.88,0.42,0.8,3.18,0.43,4,2,20,1,0,1,3,1,2,0,7,Orthodox,175.26,195.58,170,0,7,0,3.13,0.45,0.5,0.98,0.42,7,3,34,0,0,1,5,3,2,0,11,Southpaw,175.26,177.8,170,38,24,0,-4,-3,-4,-1,-14,1,-2,0,0.0,17.78,-14,0.75,0.3,2.2,1,,11.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Sergio Moraes,Davi Ramos,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Red,False,Welterweight,MALE,3,0,0,0,2.64,0.37,0.6,1.95,0.4,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,155,0,5,1,2.42,0.42,0.4,1.2,0.38,4,1,19,1,0,1,1,1,2,0,5,Orthodox,182.88,182.88,170,34,30,0,-5,-4,-5,-1,-19,-1,-1,-2,-15.23999999999998,-5.079999999999984,-4,0.2200000000000002,0.1999999999999999,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rani Yahya,Joe Soto,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Blue,False,Bantamweight,MALE,3,0,2,0,3.36,0.41,1.9,0.85,0.21,2,3,13,1,0,0,0,0,2,0,2,Orthodox,167.64,165.1,135,0,4,0,1.71,0.38,1.8,2.73,0.3,4,5,41,1,0,1,4,0,7,0,12,Orthodox,167.64,170.18,135,32,29,0,-2,-2,-10,-2,-28,0,0,-5,0.0,-5.0800000000000125,-3,1.65,0.0999999999999998,-1.88,1,,14.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Michel Prazeres,Joshua Burkman,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Red,False,Lightweight,MALE,3,2,0,0,2.69,0.43,0.3,2.53,0.36,2,9,42,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,0,3,0,2.38,0.47,0.6,3.94,0.36,3,2,21,0,0,2,3,0,0,0,5,Orthodox,167.64,170.18,170,35,36,2,-3,-1,1,7,21,0,1,1,10.159999999999997,12.699999999999989,1,0.31,-0.3,-1.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Rony Jason,Jeremy Kennedy,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Blue,False,Featherweight,MALE,3,0,1,0,2.22,0.46,0.0,5.73,0.52,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,145,2,0,0,2.04,0.44,0.8,0.59,0.3,3,3,15,1,0,0,1,2,1,0,4,Orthodox,170.18,185.42,145,32,24,-2,1,-2,-3,-3,-12,-1,-2,-1,10.159999999999997,-5.0800000000000125,-8,0.1800000000000001,-0.8,5.140000000000001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Garreth McLellan,Paulo Costa,,,,,2017-03-11,"Fortaleza, Ceara, Brazil",Brazil,Blue,False,Middleweight,MALE,3,0,0,0,6.22,0.58,0.0,0.36,0.75,0,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,182.88,185,2,0,0,3.56,0.54,0.9,1.15,0.22,1,3,11,0,0,0,0,1,0,0,1,Southpaw,185.42,182.88,185,34,25,-2,0,-1,-1,-3,-11,1,-1,0,0.0,0.0,-9,2.66,-0.9,-0.7899999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Jimi Manuwa,Corey Anderson,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Light Heavyweight,MALE,5,0,1,0,4.43,0.46,0.0,4.89,0.5,3,2,21,1,0,0,4,2,0,0,6,Orthodox,190.5,200.66,205,0,1,0,3.43,0.54,0.4,0.53,0.18,3,2,14,0,0,0,1,4,0,0,5,Orthodox,185.42,200.66,205,37,27,0,0,0,1,0,7,1,-2,0,5.079999999999984,0.0,-10,0.9999999999999996,-0.4,4.359999999999999,1,6.0,4.0,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,Red,,,,,,,,,,,
Gunnar Nelson,Alan Jouban,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Welterweight,MALE,3,0,3,0,5.67,0.5,0.3,0.51,0.44,3,2,16,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,0,1,0,1.84,0.61,1.0,1.9,0.59,4,2,18,0,0,0,1,0,5,0,6,Switch,180.34,182.88,170,28,35,0,2,-1,0,0,-2,0,3,-5,2.539999999999992,2.5400000000000205,7,3.83,-0.7,-1.39,1,,9.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Brad Pickett,Marlon Vera,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Blue,False,Catch Weight,MALE,3,0,1,0,4.27,0.49,0.8,0.51,0.39,1,2,11,1,0,0,1,0,1,0,2,Switch,172.72,177.8,135,2,0,0,3.02,0.31,0.4,2.47,0.44,2,9,41,0,0,2,3,1,2,0,8,Orthodox,167.64,172.72,135,38,24,-2,1,-1,-6,-7,-30,1,-1,-1,5.079999999999984,5.0800000000000125,-14,1.2499999999999996,0.4,-1.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Arnold Allen,Makwan Amirkhani,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,0,3,0,1.33,0.44,1.1,3.96,0.43,3,0,5,0,0,0,1,1,1,0,3,Southpaw,177.8,182.88,145,0,2,0,3.45,0.41,0.3,0.93,0.47,2,0,6,0,0,0,1,0,1,0,2,Southpaw,172.72,177.8,145,23,28,0,1,1,1,0,-1,0,1,0,5.0800000000000125,5.079999999999984,5,-2.12,0.8,3.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Joe Duffy,Reza Madadi,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,2.51,0.46,0.5,3.17,0.33,1,2,14,0,0,0,0,1,2,0,3,Orthodox,180.34,185.42,155,0,1,0,2.68,0.34,0.7,0.96,0.66,2,1,6,0,0,0,0,1,2,0,3,Orthodox,177.8,185.42,155,29,38,0,0,-1,0,1,8,0,0,0,2.539999999999992,0.0,9,-0.1700000000000003,-0.1999999999999999,2.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Darren Stewart,Francimar Barroso,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Blue,False,Light Heavyweight,MALE,3,1,0,0,2.77,0.52,0.0,2.22,0.24,2,2,15,0,0,0,3,0,0,0,3,Orthodox,185.42,190.5,205,0,0,0,3.05,0.45,0.1,1.75,0.45,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,205,26,37,1,0,2,3,2,14,0,0,0,2.5400000000000205,2.539999999999992,11,-0.2799999999999998,-0.1,0.4700000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Daniel Omielanczuk,Timothy Johnson,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Blue,False,Heavyweight,MALE,3,1,0,0,3.43,0.45,0.0,1.09,0.24,1,2,10,0,0,0,1,1,0,0,2,Southpaw,190.5,195.58,265,1,0,0,3.09,0.57,0.1,0.56,0.26,3,3,18,0,2,0,0,2,0,0,4,Southpaw,182.88,187.96,247,34,32,0,0,-2,-2,-1,-8,0,-1,0,7.620000000000003,7.620000000000003,-2,0.3400000000000003,-0.1,0.53,1,,15.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,
Leon Edwards,Vicente Luque,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Welterweight,MALE,3,0,4,0,5.05,0.51,0.7,0.99,0.53,4,1,8,0,0,0,0,2,2,0,4,Orthodox,180.34,190.5,170,0,2,0,2.68,0.53,0.4,1.25,0.36,2,2,16,4,0,0,2,1,1,0,4,Southpaw,187.96,187.96,170,25,25,0,2,2,0,-1,-8,-4,1,1,-7.620000000000003,2.539999999999992,0,2.37,0.2999999999999999,-0.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Marc Diakiese,Teemu Packalen,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,2.57,0.54,1.5,2.31,0.25,1,1,4,0,0,0,0,0,1,0,1,Orthodox,185.42,190.5,155,0,2,0,2.54,0.4,0.0,3.29,0.43,2,0,5,0,0,0,1,1,0,0,2,Orthodox,177.8,185.42,155,24,29,0,-1,-1,-1,1,-1,0,-1,1,7.620000000000003,5.079999999999984,5,0.0299999999999998,1.5,-0.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Brad Scott,Scott Askham,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Middleweight,MALE,3,1,0,0,3.03,0.46,0.7,0.44,0.18,1,3,11,0,0,0,0,2,0,0,2,Southpaw,190.5,190.5,185,1,0,0,3.52,0.41,0.7,0.32,0.15,1,3,12,1,0,0,0,0,2,0,2,Orthodox,185.42,193.04,170,27,28,0,0,0,0,0,-1,-1,2,-2,5.079999999999984,-2.539999999999992,1,-0.4900000000000002,0.0,0.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Lina Lansberg,Lucie Pudilova,,,,,2017-03-18,"London, England, United Kingdom",United Kingdom,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,3.6,0.37,0.6,0.7,0.31,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,125,1,0,0,2.69,0.55,0.1,0.52,0.27,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,35,22,-1,0,0,0,-1,-2,0,0,0,2.539999999999992,5.0800000000000125,-13,0.91,0.5,0.1799999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Daniel Cormier,Anthony Johnson,,,,,2017-04-08,"Buffalo, New York, USA",USA,Red,True,Light Heavyweight,MALE,5,0,3,0,3.25,0.47,0.6,2.43,0.57,3,5,31,1,0,0,2,11,0,0,13,Orthodox,187.96,198.12,205,0,3,0,4.25,0.52,0.4,1.83,0.44,12,1,44,10,0,1,6,6,2,0,15,Orthodox,180.34,182.88,235,38,33,0,0,-9,-2,4,-13,-9,5,-2,7.620000000000003,15.240000000000007,-5,-1.0,0.1999999999999999,0.6000000000000001,1,1.0,0.0,,,,,,0.0,,,,,,,3.0,,,,,,1.0,,,,,,,,Red,,,,,,,,,,,
Chris Weidman,Gegard Mousasi,,,,,2017-04-08,"Buffalo, New York, USA",USA,Blue,False,Middleweight,MALE,3,0,4,1,3.75,0.5,1.1,1.59,0.6,12,5,60,5,0,0,6,15,7,0,28,Orthodox,187.96,193.04,185,2,0,0,3.11,0.45,0.8,3.27,0.42,9,2,27,5,0,0,3,4,2,0,9,Orthodox,187.96,198.12,185,32,31,-2,4,3,19,3,33,0,11,5,0.0,-5.0800000000000125,-1,0.6400000000000001,0.3,-1.68,1,5.0,4.0,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,Red,,,,,,,,,,,
Cynthia Calvillo,Pearl Gonzalez,,,,,2017-04-08,"Buffalo, New York, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,0,0,2.23,0.37,0.5,1.04,0.11,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,115,0,1,0,4.41,0.38,0.8,1.8,0.44,1,0,1,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,115,29,30,0,-1,-1,-1,0,-1,0,0,-1,0.0,0.0,1,-2.18,-0.3,-0.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
Thiago Alves,Patrick Cote,,,,,2017-04-08,"Buffalo, New York, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,2.81,0.48,0.2,0.68,0.2,5,10,53,2,0,1,4,7,0,0,13,Orthodox,180.34,190.5,170,2,0,0,3.73,0.41,0.3,0.71,0.6,7,8,50,1,0,0,4,8,1,0,13,Orthodox,175.26,177.8,170,33,37,-1,0,-2,0,2,3,1,-1,-1,5.0800000000000125,12.699999999999989,4,-0.92,-0.0999999999999999,-0.0299999999999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,
